X1,y
-5.0,-3.661765601709818
-4.98998998998999,-3.6985636138386906
-4.97997997997998,-3.8438221119080604
-4.96996996996997,-3.912055740453577
-4.95995995995996,-3.8620762375423965
-4.94994994994995,-3.593897443374299
-4.93993993993994,-3.5817568231061907
-4.92992992992993,-3.47568332313911
-4.91991991991992,-3.5646297364381314
-4.90990990990991,-3.752980985014956
-4.8998998998999,-3.514172797397875
-4.88988988988989,-3.4592284252680017
-4.87987987987988,-3.503247444553013
-4.86986986986987,-3.6331125470716636
-4.85985985985986,-3.583276396529345
-4.84984984984985,-3.56972731470928
-4.83983983983984,-3.217683582461332
-4.82982982982983,-3.2782829745363267
-4.81981981981982,-3.144453797464844
-4.80980980980981,-3.196415200092549
-4.7997997997998,-3.11879745474478
-4.78978978978979,-3.0868413914597563
-4.77977977977978,-3.151339439000327
-4.76976976976977,-3.1826885400667986
-4.75975975975976,-3.231742469435137
-4.74974974974975,-2.846579690399968
-4.73973973973974,-2.7942772061534744
-4.72972972972973,-2.7155812822011955
-4.71971971971972,-2.8179782519264345
-4.70970970970971,-2.6943345655392874
-4.6996996996997,-2.702738085007226
-4.68968968968969,-2.6066291201024923
-4.67967967967968,-2.585715365926176
-4.66966966966967,-2.5113192149675836
-4.65965965965966,-2.2261648330996993
-4.64964964964965,-2.274226203137487
-4.63963963963964,-2.1492250981730847
-4.62962962962963,-2.0283880492432558
-4.61961961961962,-2.032989382008038
-4.60960960960961,-1.9691363675030575
-4.5995995995996,-1.9205619831481935
-4.58958958958959,-1.7834919614054443
-4.57957957957958,-1.901605328869235
-4.56956956956957,-1.7826598902651016
-4.55955955955956,-1.7740417220016624
-4.54954954954955,-1.556676023279879
-4.53953953953954,-1.5654496136638694
-4.52952952952953,-1.5308187504958795
-4.51951951951952,-1.4664652582381863
-4.50950950950951,-1.5940729253091124
-4.4994994994995,-1.6458536028324913
-4.48948948948949,-1.4575001646618237
-4.47947947947948,-1.2382929285430149
-4.46946946946947,-1.3946081165129172
-4.45945945945946,-1.4222848392480631
-4.44944944944945,-1.220102920036942
-4.43943943943944,-1.1578526382846674
-4.42942942942943,-1.2408248460470652
-4.41941941941942,-1.2051244176390468
-4.40940940940941,-1.1091300013293972
-4.3993993993994,-0.9187746832804677
-4.38938938938939,-1.1047977316712048
-4.37937937937938,-0.9480853961280529
-4.36936936936937,-1.1237124496797761
-4.35935935935936,-1.2602792762258843
-4.34934934934935,-0.9986993691317377
-4.33933933933934,-0.98921543937486
-4.32932932932933,-0.9187855546567139
-4.31931931931932,-0.9940414819530236
-4.3093093093093096,-1.164030597770003
-4.2992992992992995,-1.029023190549693
-4.2892892892892895,-1.1902221343141113
-4.2792792792792795,-1.3039643953489826
-4.2692692692692695,-1.1960037161695558
-4.2592592592592595,-1.3059360273183387
-4.2492492492492495,-1.1974792614683112
-4.2392392392392395,-1.3893317321426453
-4.2292292292292295,-1.1108355070150457
-4.2192192192192195,-1.2797828627138583
-4.2092092092092095,-1.1767257382325444
-4.1991991991991995,-1.3116499294016677
-4.1891891891891895,-1.3895478104889196
-4.1791791791791795,-1.349291804475206
-4.1691691691691695,-1.4097937698427667
-4.1591591591591595,-1.5464567348588245
-4.1491491491491495,-1.410612801343142
-4.1391391391391394,-1.391214311929034
-4.129129129129129,-1.5333114974244133
-4.119119119119119,-1.5218433545635526
-4.109109109109109,-1.627953918899431
-4.099099099099099,-1.9464287356395706
-4.089089089089089,-1.8547066176079297
-4.079079079079079,-1.7310624919853386
-4.069069069069069,-1.9696907148516225
-4.059059059059059,-1.8887163203052946
-4.049049049049049,-1.8780694706741594
-4.039039039039039,-1.8736527115039086
-4.029029029029029,-1.8585187105398848
-4.019019019019019,-2.035768771530773
-4.009009009009009,-1.9450029918521912
-3.998998998998999,-2.071601516915245
-3.988988988988989,-2.2273851552652157
-3.978978978978979,-2.0034044426848485
-3.968968968968969,-2.2450980411601575
-3.958958958958959,-2.370556471995215
-3.948948948948949,-2.1313562717475043
-3.938938938938939,-2.190429021654288
-3.928928928928929,-2.2112329696205957
-3.918918918918919,-2.2529219631492237
-3.908908908908909,-2.214250629109135
-3.898898898898899,-2.2468041370477807
-3.888888888888889,-2.2063159582855585
-3.878878878878879,-2.2437387215376727
-3.868868868868869,-2.1800488013462203
-3.858858858858859,-2.2594073050519916
-3.848848848848849,-2.4101232611288004
-3.838838838838839,-2.2896579532786387
-3.828828828828829,-2.080198147877543
-3.818818818818819,-2.0922295040326637
-3.808808808808809,-2.3211759371347602
-3.798798798798799,-2.326658718405324
-3.7887887887887888,-1.955694585324902
-3.7787787787787788,-2.2805300578697585
-3.7687687687687688,-2.1536175672605316
-3.7587587587587588,-2.1013669385999045
-3.7487487487487487,-2.1136896306895987
-3.7387387387387387,-1.8943968700389962
-3.7287287287287287,-2.145383372279303
-3.7187187187187187,-2.1777349177613585
-3.7087087087087087,-2.1866787991557275
